Created date,Case Type,Subtype,Reason,Customer reply count,Source,Ticket ID,Agent name,Subject
2020-08-31 7:37:12 PM,Fitness / Content,Class Requests,Other Classes,1,email,9355,A. W. ,Features
2020-08-31 8:03:56 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,1,email,9357,L. R.,Re: Your receipt from Tempo
2020-08-31 8:17:52 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9358,A. W. ,Re: Your receipt from Tempo
2020-08-31 8:26:06 PM,General Inquiry,Mobile App,Connected Device Availability,0,email,9359,A. S. ,Android App
2020-08-31 8:42:17 PM,General Inquiry,Location,International,0,email,9360,A. S. ,Re: ?Your Tempo is a click away!
2020-08-31 8:52:26 PM,Partnership / Marketing,Mailing Lists,Marketing Emails,0,email,9361,T. H.,Call logs for support@tempo.fit - Invitation to view
2020-08-31 9:58:24 PM,General Inquiry,Support,Cleaning Instructions,2,email,9362,L. R.,Re: Return Request
2020-08-31 9:59:57 PM,Shipping / Delivery,Shipping Details,Expedited Delivery,0,email,9363,A. W. ,Order Delivery
2020-08-31 10:35:58 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,3,email,9365,L. R.,Cancelling order because of extremely delayed shipping
2020-09-01 1:32:20 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9366,M. V.,Re: Your receipt from Tempo
2020-09-01 3:29:02 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9368,D. W.,Conversation with User
2020-09-01 4:00:41 AM,Sales,Hot Lead,Undecided,1,email,9369,A. W. ,Purchasing questions
2020-09-01 4:51:10 AM,Technical Issues,Network,Buffering,0,chat,9370,M. V.,Conversation with User
2020-09-01 5:18:41 AM,Technical Issues,Network,Buffering,0,email,9371,M. V.,Trouble shooting
2020-09-01 5:35:15 AM,Account / Billing,Account,Account Creation,1,email,9372,M. V.,My profile is not showing on my machine.
2020-09-01 5:44:38 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9373,A. W. ,Where is my order
2020-09-01 7:15:01 AM,Shipping / Delivery,Shipping Details,Expedited Delivery,0,email,9374,A. W. ,
2020-09-01 7:21:35 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,1,email,9375,L. R.,Cancel order please
2020-09-01 7:32:23 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9377,D. W.,Order Update
2020-09-01 7:44:11 AM,General Inquiry,Product Specs,Weight Specs,0,email,9378,D. W.,Question about included weights
2020-09-01 7:45:12 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9379,A. W. ,Conversation with User
2020-09-01 7:52:17 AM,Partnership / Marketing,Mailing Lists,Removal Request,1,email,9380,M. V.,Re: ? The reviews are in
2020-09-01 7:59:00 AM,General Inquiry,Support,Phone Availability,1,email,9381,A. W. ,Tempo
2020-09-01 8:05:21 AM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,9382,A. W. ,Order d3842338
2020-09-01 8:50:10 AM,Account / Billing,Order Details,Billing Issues,0,email,9383,M. V.,Re: Your receipt from ‪Tempo‬ #2444-8930
2020-09-01 8:54:27 AM,Sales,Purchasing Info,Available Methods,0,chat,9384,A. W. ,Thanks for reaching out!
2020-09-01 8:56:30 AM,Fitness / Content,Class Requests,Yoga,0,chat,9385,A. W. ,Thank you for reaching out!
2020-09-01 8:57:51 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9386,A. S. ,Delivery Window
2020-09-01 8:59:31 AM,Account / Billing,Promotions / Discounts,First Responder,0,chat,9387,A. W. ,Thanks for reaching out!
2020-09-01 9:01:22 AM,Sales,Purchasing Info,Pricing,0,chat,9388,A. W. ,Thanks for reaching out!
2020-09-01 9:02:19 AM,General Inquiry,Location,International,0,chat,9389,A. W. ,Thanks for reaching out!
2020-09-01 9:04:02 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9390,A. W. ,Thanks for reaching out!
2020-09-01 9:04:02 AM,Sales,Purchasing Info,Pricing,2,chat,9391,D. W.,Pricing
2020-09-01 9:04:46 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9392,A. S. ,Re: Your receipt from Tempo
2020-09-01 9:06:07 AM,General Inquiry,Product Specs,Barbell / Dumbbell Specs,0,chat,9393,M. V.,Tempo Support
2020-09-01 9:06:26 AM,General Inquiry,Location,International,0,chat,9394,A. S. ,Conversation with User
2020-09-01 9:06:36 AM,General Inquiry,Accessories,Store Availability,0,chat,9395,A. S. ,Conversation with User
2020-09-01 9:06:45 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9396,A. S. ,Conversation with User
2020-09-01 9:08:15 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9397,M. V.,Tempo Support
2020-09-01 9:10:52 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9398,A. W. ,Thank you for reaching out!
2020-09-01 9:13:00 AM,General Inquiry,Location,International,0,chat,9399,A. W. ,Thank you for reaching out!
2020-09-01 9:13:24 AM,Sales,Hot Lead,Undecided,0,chat,9400,M. V.,Tempo Support
2020-09-01 9:15:52 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9401,A. W. ,Thanks for reaching out!
2020-09-01 9:22:57 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9402,M. V.,Tempo Support
2020-09-01 9:24:45 AM,Technical Issues,Content / Feedback,Missing Class,0,email,9403,D. W.,Need help to login
2020-09-01 9:25:02 AM,General Inquiry,Product Specs,Barbell / Dumbbell Specs,0,chat,9404,M. V.,Tempo Support
2020-09-01 9:27:36 AM,Sales,Hot Lead,Undecided,0,chat,9405,A. S. ,Conversation with User
2020-09-01 9:32:13 AM,Fitness / Content,Class Requests,Other Classes,0,chat,9406,A. W. ,Thanks for reaching out!
2020-09-01 9:43:41 AM,Fitness / Content,Class Requests,Yoga,0,chat,9407,D. W.,Class Types
2020-09-01 9:50:16 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9408,A. S. ,My order
2020-09-01 9:57:54 AM,Account / Billing,Affirm,Affirm Inquiry,0,email,9409,L. R.,Affirm Loan Follow Up -- Action Requested
2020-09-01 10:02:15 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9410,A. S. ,Re: Your receipt from Tempo
2020-09-01 10:12:32 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9412,M. V.,Fwd: Your ‪Tempo‬ receipt [#1361-6885]
2020-09-01 10:17:57 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9413,A. S. ,Conversation with User
2020-09-01 10:22:32 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9414,D. W.,Delivery Window
2020-09-01 10:27:13 AM,Shipping / Delivery,Delivery Issues,Other Delivery Issue,1,chat,9415,A. S. ,Conversation with User
2020-09-01 10:29:07 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9416,A. W. ,Thank you for reaching out!
2020-09-01 10:31:24 AM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,9417,A. S. ,Shipping
2020-09-01 10:35:11 AM,General Inquiry,Product Specs,Barbell / Dumbbell Specs,0,chat,9418,J. M.,Own Equipment
2020-09-01 10:35:35 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9419,M. V.,Delivery date
2020-09-01 10:37:08 AM,Technical Issues,Sound,Muted,0,chat,9420,M. V.,Tempo Support
2020-09-01 10:44:18 AM,Technical Issues,Network,Buffering,0,chat,9421,M. V.,Tempo Support
2020-09-01 10:50:33 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9422,M. V.,Conversation with User
2020-09-01 10:50:49 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9423,D. W.,Delivery window
2020-09-01 10:53:55 AM,Technical Issues,Camera,Failed to Connect 3D Sensor,0,chat,9424,J. M.,3D Sensor Issue
2020-09-01 10:54:35 AM,Sales,Hot Lead,Undecided,0,chat,9425,M. V.,Tempo Support
2020-09-01 10:55:47 AM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,9426,M. V.,Tempo Support
2020-09-01 10:58:20 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9427,M. V.,Tempo Support
2020-09-01 11:01:34 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9428,M. V.,Tempo Support
2020-09-01 11:02:09 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,9429,M. V.,Tempo Support
2020-09-01 11:06:39 AM,Technical Issues,Screen,Flickering,7,phone,9430,J. M.,Tempo Follow Up
2020-09-01 11:07:43 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9431,A. S. ,Conversation with User
2020-09-01 11:09:28 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9432,A. S. ,Re: Tempo - Order Status
2020-09-01 11:09:57 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9433,M. V.,Tempo Support
2020-09-01 11:10:45 AM,Sales,Promotions / Discounts,First Responder,0,chat,9434,M. V.,Tempo Support
2020-09-01 11:16:13 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9435,M. V.,Tempo Support
2020-09-01 11:17:43 AM,General Inquiry,Product Specs,General Specs,0,chat,9436,M. V.,Tempo Support
2020-09-01 11:18:27 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9437,A. S. ,Update
2020-09-01 11:24:47 AM,Account / Billing,Account,Account Creation,0,chat,9438,A. W. ,Thanks for Reaching out!
2020-09-01 11:26:01 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9439,D. W.,Re: Your receipt from Tempo
2020-09-01 11:37:43 AM,Technical Issues,Network,WiFi Antenna,2,email,9442,J. M.,Updates
2020-09-01 11:39:52 AM,Shipping / Delivery,Change Request,Color Change,2,email,9443,D. W.,Order number: 3a73a5a4
2020-09-01 11:42:38 AM,Shipping / Delivery,Change Request,Color Change,0,chat,9445,D. W.,Color swap
2020-09-01 11:56:43 AM,Fitness / Content,Class Requests,Yoga,0,chat,9446,A. W. ,Thanks for reaching out!
2020-09-01 11:58:14 AM,General Inquiry,Product Specs,Screen Specs,0,chat,9447,M. V.,Tempo Support
2020-09-01 11:59:32 AM,Partnership / Marketing,Opportunities,Partnerships,0,email,9448,L. R.,Partnership
2020-09-01 12:00:55 PM,Account / Billing,Promotions / Discounts,First Responder,1,email,9449,L. R.,Healthcare discount
2020-09-01 12:01:44 PM,Account / Billing,Account,Profile Creation,0,chat,9450,A. W. ,Thank you for reaching out!
2020-09-01 12:04:07 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,chat,9451,A. W. ,Thank you for reaching out!
2020-09-01 12:06:55 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,chat,9452,L. R.,Tempo Support
2020-09-01 12:08:31 PM,Account / Billing,Membership,Membership Inquiry,0,chat,9453,M. V.,Tempo Support
2020-09-01 12:14:20 PM,Sales,Promotions / Discounts,Military,0,email,9454,L. R.,military discount
2020-09-01 12:15:39 PM,Shipping / Delivery,Shipping Details,Delivery Window,3,outbound_email,9455,B. C.,Tempo Support
2020-09-01 12:16:26 PM,Sales,Hot Lead,Undecided,0,chat,9456,M. V.,Tempo Support
2020-09-01 12:20:05 PM,General Inquiry,Accessories,Weights,0,chat,9457,A. W. ,Thanks for reaching out!
2020-09-01 12:20:22 PM,Technical Issues,Network,WiFi Antenna,0,chat,9458,M. V.,Tempo Support
2020-09-01 12:23:09 PM,Technical Issues,Network,Buffering,2,chat,9459,J. M.,Wifi Buffering
2020-09-01 12:40:01 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9460,M. V.,Tempo Support
2020-09-01 12:40:10 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9461,L. R.,Order #1933-5947
2020-09-01 12:49:10 PM,Sales,Promotions / Discounts,Active Promotions,1,email,9462,L. R.,Promo code
2020-09-01 12:49:32 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9463,A. S. ,Conversation with User
2020-09-01 12:50:30 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9464,L. R.,Cancel Order
2020-09-01 12:52:38 PM,Account / Billing,Promotions / Discounts,Retroactive,1,chat,9465,A. W. ,Thank you for reaching out!
2020-09-01 12:58:26 PM,Sales,Promotions / Discounts,First Responder,2,email,9466,L. R.,Healthcare worker discount
2020-09-01 12:59:28 PM,Technical Issues,Sound,Bluetooth Headphone,0,chat,9467,B. C.,Conversation with User
2020-09-01 12:59:34 PM,General Inquiry,Location,Climate,0,chat,9468,A. S. ,Conversation with User
2020-09-01 12:59:43 PM,Account / Billing,Membership,Membership Inquiry,0,chat,9469,M. V.,Tempo Support
2020-09-01 12:59:45 PM,Account / Billing,Account,Account Creation,0,chat,9470,A. W. ,Thank you for reaching out!
2020-09-01 12:59:47 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9471,A. S. ,Conversation with User
2020-09-01 1:02:12 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9472,M. V.,Tempo Support
2020-09-01 1:02:51 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,9473,M. V.,Tempo Support
2020-09-01 1:04:17 PM,Account / Billing,Promotions / Discounts,First Responder,0,chat,9474,A. W. ,Thank you for reaching out!
2020-09-01 1:21:34 PM,General Inquiry,Product Specs,General Specs,0,chat,9475,M. V.,Tempo Support
2020-09-01 1:27:20 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9476,M. V.,Tempo Support
2020-09-01 1:31:01 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9477,M. V.,Tempo Support
2020-09-01 1:32:23 PM,Technical Issues,Network,Failed to Start Class,1,email,9478,M. V.,First class fail
2020-09-01 1:38:00 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9479,D. W.,Delivery window
2020-09-01 1:46:50 PM,Sales,Delivery Info,Delivery Expectations,0,chat,9480,A. W. ,Thanks for reaching out!
2020-09-01 1:47:41 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,chat,9481,A. W. ,Thank you for reaching out!
2020-09-01 2:02:27 PM,Account / Billing,Promotions / Discounts,First Responder,2,email,9482,A. W. ,Tempo
2020-09-01 2:08:29 PM,Account / Billing,Account,Account Creation,0,chat,9483,M. V.,Tempo Support
2020-09-01 2:09:12 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9484,D. W.,Order
2020-09-01 2:10:33 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9485,M. V.,Re: Your receipt from Tempo
2020-09-01 2:12:33 PM,Sales,Delivery Info,Delivery Expectations,0,chat,9486,A. W. ,Thank you for reaching out!
2020-09-01 2:13:27 PM,Fitness / Content,Languages,Closed Captioning,0,chat,9487,A. W. ,Thanks for reaching out!
2020-09-01 2:23:42 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9488,A. W. ,Shipping status
2020-09-01 2:25:12 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9489,D. W.,Re: Your receipt from Tempo
2020-09-01 2:26:50 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9490,D. W.,Recent order
2020-09-01 2:28:21 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9491,A. S. ,Conversation with User
2020-09-01 2:36:40 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9492,A. S. ,Conversation with User
2020-09-01 2:37:48 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9493,A. W. ,About shipment status
2020-09-01 2:44:45 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,9494,A. W. ,Order# 05ae1644
2020-09-01 2:52:36 PM,Shipping / Delivery,Change Request,Address Change,1,email,9495,L. R.,Timing of delivery...
2020-09-01 2:55:18 PM,General Inquiry,Product Specs,Weight Specs,0,chat,9496,D. W.,Heavier Weights
2020-09-01 3:04:20 PM,Sales,Purchasing Info,Pricing,0,chat,9497,D. W.,Pricing
2020-09-01 3:08:56 PM,Shipping / Delivery,Delivery Issues,Late Delivery,1,email,9498,A. W. ,Re: Your receipt from Tempo - Urgent Delivery Response Needed
2020-09-01 3:20:30 PM,Shipping / Delivery,Delivery Issues,Other Delivery Issue,2,email,9499,A. S. ,Tempo Shipping
2020-09-01 3:20:37 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9500,D. W.,Where is my equipment
2020-09-01 3:24:09 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9501,D. W.,Re: Your receipt from Tempo
2020-09-01 3:33:31 PM,General Inquiry,Product Specs,General Specs,0,chat,9502,A. W. ,Thanks for reaching out!
2020-09-01 3:34:37 PM,Account / Billing,Payment Methods,Cash,0,chat,9503,A. W. ,Thank you for reaching out!
2020-09-01 3:39:00 PM,Sales,Delivery Info,Delivery Expectations,0,chat,9504,A. W. ,Thanks for reaching out!
2020-09-01 3:40:43 PM,General Inquiry,Product Specs,General Specs,0,chat,9505,A. S. ,Conversation with User
2020-09-01 3:43:46 PM,General Inquiry,Mobile App,Connected Device Availability,0,chat,9506,D. W.,App for Android
2020-09-01 4:11:32 PM,Technical Issues,Network,Buffering,0,chat,9507,M. V.,Tempo Support
2020-09-01 4:19:20 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9508,D. W.,Delivery Window
2020-09-01 4:25:42 PM,General Inquiry,Product Specs,Network Requirements,0,email,9509,D. W.,Wifi
2020-09-01 4:26:50 PM,Sales,Hot Lead,Lost,0,chat,9510,A. W. ,Thanks for reaching out!
2020-09-01 4:28:02 PM,Fitness / Content,Class Requests,Broadcasting,0,chat,9511,D. W.,Conversation with User
2020-09-01 4:28:42 PM,Partnership / Marketing,Opportunities,Partnerships,1,email,9512,,Re: ? The reviews are in
2020-09-01 4:30:52 PM,Account / Billing,Affirm,Affirm Inquiry,0,email,9513,L. R.,Specific Information Regarding Dispute with Affirm
2020-09-01 4:32:29 PM,Partnership / Marketing,Opportunities,Partnerships,1,email,9514,N. D.,Re: Experience a Tempo class
2020-09-01 4:33:48 PM,Partnership / Marketing,Mailing Lists,Marketing Emails,0,email,9515,L. R.,Artiphon user activation
2020-09-01 4:34:25 PM,Partnership / Marketing,Opportunities,Partnerships,1,email,9516,N. D.,"Re: Train now, pay later"
2020-09-01 4:43:55 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9517,J. M.,Delivery Timeline
2020-09-01 4:44:29 PM,Account / Billing,Transaction Failure,Failed Order,0,chat,9518,M. V.,Tempo Support
2020-09-01 4:59:38 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9520,L. R.,Cancel Order
2020-09-01 5:05:13 PM,Shipping / Delivery,Shipping Details,Tracking Information,0,chat,9521,J. M.,Delivery Window
2020-09-01 5:08:19 PM,General Inquiry,Product Specs,Network Requirements,0,chat,9522,A. W. ,Thank you for reaching out!
2020-09-01 5:36:12 PM,General Inquiry,Product Specs,General Specs,0,email,9523,A. S. ,Tempo
2020-09-01 5:48:26 PM,Sales,Delivery Info,International Delivery,0,email,9524,A. S. ,Very Interested
2020-09-01 6:00:04 PM,Sales,Promotions / Discounts,First Responder,0,email,9525,B. C.,Healthcare Worker Discount
2020-09-01 6:02:29 PM,General Inquiry,Accessories,Heart Rate Monitor,0,chat,9526,N. D.,Thank you for contacting Tempo!
2020-09-01 6:08:24 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9527,A. W. ,Purchased Tempo
2020-09-01 6:12:11 PM,Technical Issues,Network,Buffering,1,email,9528,B. C.,Buffering for the video
2020-09-01 6:12:59 PM,Technical Issues,Network,WiFi Antenna,0,email,9529,M. V.,Once again??
2020-09-01 6:24:55 PM,Technical Issues,Screen,Failed to power on,0,chat,9530,J. M.,Conversation with User
2020-09-01 6:40:17 PM,Shipping / Delivery,Missing Item(s),Weights,12,email,9531,A. S. ,Re: Get started with your Tempo today
2020-09-01 7:20:51 PM,General Inquiry,Support,Warranty Details,0,email,9532,N. D.,Question
2020-09-01 7:29:11 PM,Account / Billing,Account,Profile Creation,0,email,9533,B. C.,DEVICE ACTIVATION
2020-09-01 7:43:08 PM,Sales,Promotions / Discounts,Active Promotions,2,email,9534,L. R.,Re: Your receipt from Tempo
2020-09-01 8:04:42 PM,Partnership / Marketing,Opportunities,Distributorship,0,email,9535,B. C.,"42"" Touch screen"
2020-09-01 8:17:30 PM,Sales,Promotions / Discounts,Military,2,email,9536,A. W. ,veterans or military discount
2020-09-01 8:31:13 PM,Sales,Promotions / Discounts,First Responder,0,email,9537,L. R.,Health care worker discount
2020-09-01 8:37:39 PM,Sales,Delivery Info,International Delivery,0,email,9538,N. D.,Re: Why train with Tempo
2020-09-01 9:35:49 PM,Account / Billing,Account,Subscription Not Active,0,email,9539,L. R.,Re: Your receipt from ‪Tempo‬ #2948-5728
2020-09-01 9:47:32 PM,Shipping / Delivery,Shipping Details,Delivery Window,2,email,9540,M. V.,Re: Your receipt from Tempo
2020-09-01 10:48:02 PM,Shipping / Delivery,Shipping Details,Tracking Information,0,email,9541,J. M.,Wonder about my order
2020-09-01 10:48:26 PM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,9542,B. C.,What’s the current lead time for delivery?
2020-09-02 2:57:28 AM,Shipping / Delivery,Change Request,Address Change,2,email,9543,L. R.,ORDER STATUS: 862c4194
2020-09-02 3:40:00 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9544,N. D.,Thank you for contacting Tempo!
2020-09-02 3:55:20 AM,Account / Billing,Transaction Failure,CC Declined,0,email,9545,A. W. ,Order
2020-09-02 5:09:42 AM,Account / Billing,Affirm,Affirm Inquiry,1,email,9546,L. R.,Cancel one order
2020-09-02 5:40:38 AM,Shipping / Delivery,Delivery Issues,Late Delivery,0,chat,9547,N. D.,Thank you for contacting Tempo!
2020-09-02 5:44:28 AM,Shipping / Delivery,Delivery Issues,Missed Delivery,1,email,9548,J. M.,Re: Get started with your Tempo today
2020-09-02 6:01:18 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9549,B. C.,New order
2020-09-02 6:06:08 AM,Account / Billing,Account,Profile Creation,1,email,9550,B. C.,PLEASE: CAN I SUBSCRIBE
2020-09-02 6:13:31 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9551,N. D.,Thank you for contacting Tempo!
2020-09-02 6:16:22 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9552,B. C.,Shipping Date
2020-09-02 7:20:03 AM,Technical Issues,Physical Damage,Screen,0,email,9553,B. C.,Info issue treadmilles 623t
2020-09-02 7:37:15 AM,Account / Billing,Contact Update,Billing Address Change,1,chat,9554,J. M.,Conversation with User
2020-09-02 7:50:32 AM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,9555,A. W. ,Re: Your receipt from Tempo
2020-09-02 8:03:21 AM,General Inquiry,Accessories,Weights,0,email,9556,B. C.,Purchasing
2020-09-02 8:27:49 AM,Shipping / Delivery,Shipping Details,Expedited Delivery,1,email,9557,L. R.,Fwd: Your receipt from Tempo
2020-09-02 8:32:42 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9558,A. S. ,Re: Your receipt from Tempo
2020-09-02 8:44:22 AM,Sales,Purchasing Info,Membership Requirements,0,email,9559,A. S. ,Fitness classes
2020-09-02 8:55:27 AM,Technical Issues,Heart Rate Monitor,User Error,2,email,9560,M. V.,Fluttering heart rate monitor - please see my chats. Thank you.
2020-09-02 9:01:36 AM,Sales,Delivery Info,International Delivery,0,chat,9561,A. W. ,Conversation with User
2020-09-02 9:01:48 AM,General Inquiry,Product Specs,General Specs,0,chat,9562,M. V.,Tempo Support
2020-09-02 9:02:06 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9563,A. W. ,Thank you for reaching out!
2020-09-02 9:02:28 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9564,L. R.,Fw: Your ‪Tempo‬ receipt [#1005-8793]
2020-09-02 9:02:48 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9565,A. W. ,Thank you for reaching out!
2020-09-02 9:02:58 AM,General Inquiry,Location,International,0,chat,9566,M. V.,Tempo Support
2020-09-02 9:03:26 AM,Sales,Purchasing Info,Membership Requirements,0,chat,9567,A. W. ,Thank you for reaching out!
2020-09-02 9:04:01 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9568,A. W. ,Thanks for reaching out!
2020-09-02 9:04:28 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9569,B. C.,Conversation with User
2020-09-02 9:05:18 AM,Sales,Hot Lead,Undecided,0,chat,9570,M. V.,Tempo Support
2020-09-02 9:05:43 AM,General Inquiry,Accessories,Weights,0,chat,9571,B. C.,Conversation with User
2020-09-02 9:05:59 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9572,A. S. ,Conversation with User
2020-09-02 9:07:35 AM,Sales,Purchasing Info,Membership Requirements,0,chat,9573,A. W. ,Thank you for reaching out!
2020-09-02 9:09:00 AM,Technical Issues,Heart Rate Monitor,Apple Watch,0,chat,9574,A. W. ,Thank you for reaching out!
2020-09-02 9:09:22 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9575,A. S. ,Conversation with User
2020-09-02 9:09:26 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9576,B. C.,Conversation with User
2020-09-02 9:19:33 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9577,L. R.,Cancel order 6dfc1918
2020-09-02 9:24:01 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9578,N. D.,Thank you for contacting Tempo!
2020-09-02 9:25:34 AM,Sales,Purchasing Info,Membership Requirements,1,email,9579,A. S. ,question before I buy
2020-09-02 9:33:18 AM,General Inquiry,Product Specs,General Specs,0,chat,9580,B. C.,Conversation with User
2020-09-02 9:33:36 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9581,B. C.,Conversation with User
2020-09-02 9:42:09 AM,Sales,Hot Lead,Undecided,0,chat,9582,A. W. ,Thank you for reaching out!
2020-09-02 9:47:11 AM,Shipping / Delivery,Change Request,Address Change,0,email,9583,L. R.,Re: Tempo - What to expect next with your order
2020-09-02 9:56:14 AM,Technical Issues,Screen,Failed to power on,6,chat,9584,T. H.,Screen Issue
2020-09-02 9:56:36 AM,Technical Issues,Heart Rate Monitor,Failed to connect,0,chat,9585,B. C.,Conversation with User
2020-09-02 10:01:56 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9586,B. C.,Conversation with User
2020-09-02 10:05:56 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9587,M. V.,Tempo Support
2020-09-02 10:07:35 AM,Sales,Hot Lead,Purchase,0,chat,9588,M. V.,Tempo Support
2020-09-02 10:11:44 AM,Shipping / Delivery,Shipping Details,Expedited Delivery,1,email,9589,A. S. ,Tempo order
2020-09-02 10:11:59 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9590,A. S. ,Re: ?Your Tempo is a click away!
2020-09-02 10:12:29 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9591,M. V.,Week #10
2020-09-02 10:16:30 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9592,A. W. ,Thank you for reaching out!
2020-09-02 10:19:19 AM,Cancellations / Returns,Return Request,Return Requested: TSing Failed,0,email,9593,D. W.,Re: Aasma Ahmad return
2020-09-02 10:30:26 AM,General Inquiry,Location,General Placement,0,email,9594,B. C.,Casters for Tempo
2020-09-02 10:35:30 AM,General Inquiry,Product Specs,Comparison Chart,0,chat,9596,A. W. ,Thank you for reaching out!
2020-09-02 11:05:43 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9598,B. C.,Conversation with User
